ID,VINÍCOLA,VINHO,URL,Uva,SAFRA,TIPO,PREÇO,RADAR,COMENTÁRIO,GUARDAR OU BEBER?,Para quem é este vinho?,Categoria Vinho,IMPORTADORA,PAÍS,REGIÃO,STATUS,IMAGEM
,Domaine Sylvain Pataille,Domaine Sylvain Pataille Aligoté Clos du Roi 2018,https://www.animavinum.com.br/produto/vinho-branco-aligote-clos-du-roi-231,Aligoté,2018,Branco,807.0,TRUE,,,Nerd,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1hBlXxq7ehgT_Q063-RWOrZwS1fLJ_cCm/view?usp=drivesdk
,Domaines Chermette,Domaines Chermette Moulin à Vent Les Trois Roches 2022,https://www.wines4u.com.br/moulin-a-vent-les-trois-roches-2022-domaines-chermette.html,Gamay,2022,Tinto,346.0,TRUE,,Beber,Natureba,Refrescante,Wines4U,França,Beaujolais,Curadoria,https://drive.google.com/file/d/1tWEIg-KT_Lfgbac8HqER-WDkCcAcm4nr/view?usp=drivesdk
,Domaines Chermette,Domaines Chermette Origine Beaujolais Vieille Vigne 2024,https://www.wines4u.com.br/origine-beaujolais-vieille-vigne-2024-domaines-chermette.html,Gamay,2024,Tinto,212.0,TRUE,,Beber,Natureba,Refrescante,Wines4U,França,Beaujolais,Curadoria,https://drive.google.com/file/d/14OGma81LeV4SO3iwv7EhR4Nh7Fr8GhzX/view?usp=drivesdk
,Era dos Ventos,Era dos Ventos Nebbiolo 2021,https://glouglou.com.br/products/era-dos-ventos-nebbiolo-2021,Nebbiolo,2021,Tinto,525.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1F91leVuqbELHcahgWNadToVrV10dmmOV/view?usp=drivesdk
,Era dos Ventos,Era dos Ventos Peverella 2023,https://glouglou.com.br/products/era-dos-ventos-peverella-2023,Chardonnay,2023,Branco,395.0,TRUE,,Beber,Natureba,Refrescante,011import,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1RDh2YGCP0VDW4I-mNuOQfMFhU_Typ_O4/view?usp=drivesdk
,Era dos Ventos,Era dos Ventos Rosé 2022,https://glouglou.com.br/products/era-dos-ventos-rose-2022,95% Teroldego e 5% Moscato,2022,Rosé,270.0,TRUE,,Beber,Natureba,Refrescante,011import,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1W5MANNpA173HlmipLbG4FfMPk73ojLlH/view?usp=drivesdk
,Eric Morgat,Eric Morgat Anjou Blanc Litus 2021,https://www.cellarvinhos.com/vinho-branco-anjou-blanc-litus-2021-frvfb2101n/p,Chenin Blanc,2021,Branco,895.0,TRUE,,,Nerd,Pedigree,Cellar,França,Vale do Loire,Curadoria,https://drive.google.com/file/d/1mnp_GcQ4qJ4xGz5bl2OXDhFTkrWPPwjf/view?usp=drivesdk
,Fabien Jouves,Fabien Jouves A Table 2022,https://www.cellarvinhos.com/vinho-tinto-a-table-2022-frfjt2207n/p,Malbec e Tannat,2022,Tinto,285.0,TRUE,,,Natureba,Refrescante,Cellar,França,Languedoc,Curadoria,https://drive.google.com/file/d/1CrF5Ci6QL-1DxiMDpo1vxT6xoj97vXg2/view?usp=drivesdk
,Fabien Jouves,Fabien Jouves A Table 2022 Magnum,https://www.cellarvinhos.com/vinho-tinto-a-table-magnum-2022-frfjt2206n/p,Malbec e Tannat,2022,Tinto,595.0,TRUE,,,Natureba,Refrescante,Cellar,França,Languedoc,Curadoria,https://drive.google.com/file/d/1NvKBsMZ7LfkRyLNg-kiu2UsZurRMXthF/view?usp=drivesdk
,Famille Fabre,Famille Fabre Grande Courtade L'Instant Rosé 2022,https://www.pesodaregua.com.br/vin-fra-famille-fabre-grande-courtade-l-instant-2022-rose-750-ml,"50% Merlot, 30% Pinot, 15% Cabernet Sauvignon e 5% Cabernet Franc",2022,Rosé,131.9,TRUE,,Beber,Curioso,Refrescante,Peso da Régua,França,Languedoc,Curadoria,https://drive.google.com/file/d/18LBVJS4oqB_I57XETOyvyNxQC2g4NRR4/view?usp=drivesdk
,Os Fedellos,Os Fedellos Peixes Da Rocha 2019,https://www.cellarvinhos.com/vinho-tinto-peixes-da-rocha-2019-esfet1902n/p,"Garnacha Tinta, Godello, Grao Negro, Mencía e Mouratón",2019,Tinto,385.0,TRUE,,Beber,Clássico,Refrescante,Cellar,Espanha,Ribeira Sacra,Curadoria,https://drive.google.com/file/d/1eHZ1_B6v_jWKXVlBJpKES4BkEPCZhQqD/view?usp=drivesdk
,Finca Feliz,Finca Feliz Naranjo,https://www.castasimportadora.com.br/tipo/branco-e-verde/finca-feliz-naranjo-750ml,Pedro Gimenez,,Branco,163.79,TRUE,,Beber,Natureba,Contemplativo,Castas Importadora,Argentina,Mendoza,Curadoria,https://drive.google.com/file/d/1UhKRmAXWliywerI8Ak3jGlleQtA_0ZI-/view?usp=drivesdk
,Finca Feliz,Finca Feliz Pileta Del Año Branco,https://www.castasimportadora.com.br/tipo/branco-e-verde/finca-feliz-pileta-del-ano-edicion-este-,Chardonnay e Sauvignon Blanc,,Branco,157.19,TRUE,,Beber,Curioso,Batalha,Castas Importadora,Argentina,Mendoza,Curadoria,https://drive.google.com/file/d/1NTbd5NYfQ5HCxdxw1e2bZXGA6qE8JnwN/view?usp=drivesdk
,Foradori,Foradori 2023,https://uvavinhos.com.br/produto/foradori-teroldego-2023/,Teroldego,2023,Tinto,423.0,TRUE,,,Nerd,Pedigree,Uva Vinhos,Itália,Trentino-Alto Adige,Curadoria,https://drive.google.com/file/d/1LpmC5wpuzWmZvi_52P1fTTozr1dk-gPc/view?usp=drivesdk
,Foradori,Foradori Lezèr 2024,https://uvavinhos.com.br/produto/foradori-lezer-2024/,"Teroldego, Schiava, Lagrein e Merlot",2024,Tinto,329.0,TRUE,,Beber,Natureba,Batalha,Uva Vinhos,Itália,Trentino-Alto Adige,Curadoria,https://drive.google.com/file/d/1iDOseEZCyLGxJp4a9wiCDbIZvkdPosJi/view?usp=drivesdk
,Françoise Bedel,Champagne Françoise Bedel et Fils Champagne Entre Ciel et Terre NV,https://www.animavinum.com.br/produto/champagne-entre-ciel-et-terre-1376,90% Pinot Meunier 10% Pinot Noir,NV,Espumante,880.0,TRUE,,Guardar ou Beber,Natureba,Contemplativo,Anima Vinum,França,Champagne,Curadoria,https://drive.google.com/file/d/1OFdsmWJiipbH2EWO7BOn-gGarkCkVspN/view?usp=drivesdk
,Georges Descombes,Georges Descombes Morgon 2023,https://glouglou.com.br/products/georges-descombes-morgon-2018,Gamay,2023,Tinto,450.0,TRUE,,Beber,Curioso,Batalha,011import,França,Beaujolais,Curadoria,https://drive.google.com/file/d/1HVhNvXsHr5PKva_H7fM6KC5-nqOg-br9/view?usp=drivesdk
,Georges Descombes,Georges Descombes Morgon Vieilles Vignes 2021,https://glouglou.com.br/products/georges-descombes-morgon-vieilles-vignes-2021,Gamay,2021,Tinto,490.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,França,Beaujolais,Curadoria,https://drive.google.com/file/d/1oWxzw1yzN6zLzTBZvOU1YNyoBm_gliqI/view?usp=drivesdk
,Giulia Negri,Giulia Negri Barolo DOCG La Tartufaia 2021,https://www.cellarvinhos.com/vinho-tinto-barolo-docg-la-tartufaia-2021/p,Nebbiolo,2021,Tinto,945.0,TRUE,,Guardar,Clássico,Pedigree,Cellar,Itália,Piemonte,Curadoria,https://drive.google.com/file/d/14F8ASFeZNRlBI4GXYtFJb6ASdj4PpJkZ/view?usp=drivesdk
,Giulia Negri,Giulia Negri Barolo DOCG Serradenari 2021,https://www.cellarvinhos.com/vinho-tinto-barolo-docg-serradenari-2021/p,Nebbiolo,2021,Tinto,1395.0,TRUE,,Guardar,Nerd,Pedigree,Cellar,Itália,Piemonte,Curadoria,https://drive.google.com/file/d/1Y5lHLWvBd1GgNy1CaOQo21mC_stR6DSA/view?usp=drivesdk
,Grosjean,Grosjean Petite Arvine Chatel Arvine 2023,https://cecconellovino.com.br/produto/petite-arvine-chatel-argent-2023/,Petite Arvine,2023,Branco,269.0,TRUE,,Beber ou Guardar,Nerd,Batalha,Cecconello Vino,Itália,Vale de Aosta,Curadoria,https://drive.google.com/file/d/1i1sfGJu0u6RveeUlDsVyEzhkcf3XrcTc/view?usp=drivesdk
,Grosjean,Grosjean Torrette 2022,https://cecconellovino.com.br/produto/torrette-2022/,Petit Rouge 95% e 5% de outras variedades,2022,Tinto,210.0,TRUE,,Beber,Curioso,Batalha,Cecconello Vino,Itália,Vale de Aosta,Curadoria,https://drive.google.com/file/d/1kJNj5NcfTTOBsHNid_HfXJsg5I1ck5aG/view?usp=drivesdk
,Herdade do Rocim,Herdade do Rocim Fresh From Amphora NatCool 2024,https://www.worldwine.com.br/v-po-rocim-bco-fresh-from-amphora-1000-,"Perrum, Rabo de Ovelha e Manteúdo",2024,Branco,319.0,TRUE,,Beber,Clássico,Batalha,WorldWine,Portugal,Alentejo,Curadoria,https://drive.google.com/file/d/13mVGMnf953v0_oysTkH3aXcrcXcvNLiY/view?usp=drivesdk
,Herdade do Rocim,Herdade do Rocim O Estrangeiro Single Vineyard 2023,https://www.worldwine.com.br/vin-po-rocim-tt-estrangeiro-dao-22-750-,Vinha Velha,2023,Tinto,638.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,WorldWine,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1LbN-8s6g9G-W_3si3rTMs3FQNrHKJbHW/view?usp=drivesdk
,Herdade do Rocim,Herdade do Rocim Vale da Mata 2024,https://www.worldwine.com.br/v-port-rocim-vale-da-mata-bco-750-,Viosinho,2024,Branco,238.0,TRUE,,Guardar,Curioso,Batalha,WorldWine,Portugal,Lisboa,Curadoria,https://drive.google.com/file/d/1uJGRWsFqF067oh0KCXtHJyI87uxQWxXO/view?usp=drivesdk
,Huaso de Sauzal,Huaso de Sauzal El Viejo Almacén De Sauzal País 2016,https://www.curavino.com.br/produto/huaso-de-sauzal-el-viejo-almacen-de-sauzal-tinto-pais-150290,País,2016,Tinto,169.9,TRUE,,,Natureba,Batalha,Curavino,Chile,Vale Central,Curadoria,https://drive.google.com/file/d/1pmadx6RMPCSKfe5aWnqdW2LhDstkGBw-/view?usp=drivesdk
,I Vigneri di Salvo Foti & Figli,I Vigneri di Salvo Foti & Figli Caselle Aurora Etna Bianco,https://www.cellarvinhos.com/vinho-branco-caselle-aurora-etna-bianco-doc-2023/p,Carricante,,Branco,445.0,TRUE,,Guardar,Nerd,Refrescante,Cellar,Itália,Sicília,Curadoria,https://drive.google.com/file/d/1OFbhthDlN2DfcC6OoI2lBMIvQ4OIJEla/view?usp=drivesdk
,J. B. Becker,J. B. Becker Eltviller Rheinberg Riesling Kabinett Trocken,https://www.caveleman.com/produtos/j-b-becker-2020-eltviller-rheinberg-riesling-kabinett-trocken-,Riesling,,Branco,329.0,TRUE,,Beber,Nerd,Pedigree,Cave Léman,Alemanha,Rheingau,Curadoria,https://drive.google.com/file/d/1Cdtp_pgyMEGQCbQaIxAU_aezbYu9RJbM/view?usp=drivesdk
,J. B. Becker,J. B. Becker Wallufer Walkenberg Riesling Spätlese 2002,https://www.caveleman.com/produtos/j-b-becker-2002-wallufer-walkenberg-riesling-spatlese-1500-ml/,Riesling,2002,Branco,1999.0,TRUE,,Beber,Nerd,Contemplativo,Cave Léman,Alemanha,Rheingau,Curadoria,https://drive.google.com/file/d/1mO5o5Wn32izTrnHCoiyzDkNKFyw7vQBs/view?usp=drivesdk
,Jérôme Arnoux,"Jérôme Arnoux Chardonnay ""Chantemerle"" 2016",https://www.worldwine.com.br/v-fr-j-arnoux-bco-chardonnay-chantemerle-16-750-025623/p,Chardonnay,2016,Branco,389.0,TRUE,,,Curioso,Contemplativo,WorldWine,França,Jura,Curadoria,https://drive.google.com/file/d/1bq9VGs1eTg1xdzwj9nU_wlbihZv-_nB5/view?usp=drivesdk
,Joseph Colin,Joseph Colin Saint-Aubin Premier Cru En Remilly 2022,https://www.cellarvinhos.com/vinho-branco-saint-aubin-premier-cru-en-remilly-2022/p,Chardonnay,2022,Branco,1095.0,TRUE,,Guardar ou Beber,Nerd,Pedigree,Cellar,França,Borgonha,Curadoria,https://drive.google.com/file/d/1FUPmdom5fj_OGbSeu2TlBlj6fZ69_MUT/view?usp=drivesdk
,Jules Desjourneys,Jules Desjourneys Cru Moulin-à-Vent 2011,https://www.cellarvinhos.com/vinho-tinto-moulin-a-vent-2011-frjut1103n/p,Gamay,2011,Tinto,1095.0,TRUE,,Beber,Nerd,Pedigree,Cellar,França,Beaujolais,Curadoria,https://drive.google.com/file/d/17s-u_WL24ev_z8SObw4HSFAUAgy1nflq/view?usp=drivesdk
,Jules Desjourneys,Jules Desjourneys Moulin-à-Vent Les Michelons 2012,https://www.cellarvinhos.com/vinho-tinto-moulin-a-vent-les-michelons-2012-frjut1208n/p,Gamay,2012,Tinto,985.0,TRUE,,,Natureba,Refrescante,Cellar,França,Beaujolais,Curadoria,https://drive.google.com/file/d/1jD12Yz1y0bM_hsUaWdKQ7VoQRbndmeVO/view?usp=drivesdk
,Julien Altaber,Julien Altaber Sextant Métisse Vin de France Rouge 2023,https://www.wines4u.com.br/metisse-vin-de-france-rouge-2023-julien-altaber-sextant.html,Gamay,2023,Tinto,280.0,TRUE,,Beber,Natureba,Batalha,Wines4U,França,Borgonha,Curadoria,https://drive.google.com/file/d/1iHEzADWgURRJGUSM_3X119DF1yhV9qyN/view?usp=drivesdk
,L'Opera de Vins,L'Opera De Vins Concierto di Venezia 2021,https://www.vinhoveritas.com/product-page/l-opéra-de-vins-concierto-di-venezia-2021-jean-pierre-,Cabernet Franc com Pineau D'aunis,2021,Tinto,850.0,TRUE,,Guardar ou Beber,Natureba,Contemplativo,Vinhos Veritas,França,Vale do Loire,Curadoria,https://drive.google.com/file/d/1tA5txhJ6O15xw0dEhbIqE9tzJ_OJoPuc/view?usp=drivesdk
,L'Opera de Vins,L'Opera De Vins Lumière de Silex 2021,https://www.vinhoveritas.com/product-page/l-opéra-de-vins-lumière-de-silex-2021-jean-pierre-robinot,Chenin Blanc,2021,Branco,850.0,TRUE,,Guardar ou Beber,Natureba,Contemplativo,Vinhos Veritas,França,Vale do Loire,Curadoria,https://drive.google.com/file/d/16zHZFfUve7oYG1TOYMoCx0XsS9AwAGDG/view?usp=drivesdk
,La Cappuccina,La Cappuccina Campo Buri Carménère Oseleta 2018,https://cecconellovino.com.br/produto/campo-buri-rosso-veneto-igt-2018/,"Carménère, Oseleta 10%",2018,Tinto,320.0,TRUE,,Guardar,Curioso,Contemplativo,Cecconello Vino,Itália,Vêneto,Curadoria,https://drive.google.com/file/d/1dAdbkofWO3igkvc_VGTe1hLzJjcA6nza/view?usp=drivesdk
,La Cappuccina,La Cappuccina San Brizio Soave DOC Bianco 2022,https://cecconellovino.com.br/produto/san-brizio-soave-doc-bianco-2022/,Garganega,2022,Branco,200.0,TRUE,,Beber ou Guardar,Nerd,Batalha,Cecconello Vino,Itália,Vêneto,Curadoria,https://drive.google.com/file/d/1k7c8s3nC0jxJr75wEHKnin1LgyjVU7AJ/view?usp=drivesdk
,Le Ragnaie,Le Ragnaie Brunello di Montalcino DOCG 2019,https://www.cellarvinhos.com/vinho-tinto-brunello-di-montalcino-docg-2019/p,Sangiovese,2019,Tinto,1095.0,TRUE,,Guardar ou Beber,Clássico,Pedigree,Cellar,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1TsYMReDwe3eim0wW8NcLpbgMne7LruNP/view?usp=drivesdk
,Les Chemins de Bassac,Les Chemins de Bassac Les Champs des Maures 2023,https://www.pesodaregua.com.br/les-chemins-de-bassac-vinho-tinto-frances-les-champs-des-maures-,Cabernet Sauvignon,2023,Tinto,178.9,TRUE,,Beber,Natureba,Batalha,Peso da Régua,França,Languedoc,Curadoria,https://drive.google.com/file/d/1Eu2_QBBuuRojSSrTG0eAX9jUPYtvKSSh/view?usp=drivesdk
,Les Chemins de Bassac,Les Chemins De Bassac Pleine Lune 2021,https://www.pesodaregua.com.br/vin-fra-les-chemins-de-bassac-pleine-lune-2021-tinto-750-ml,90% de Pinot Noir e 10% de Mourvèdre,2021,Tinto,264.9,TRUE,,Beber,Natureba,Batalha,Peso da Régua,França,Languedoc,Curadoria,https://drive.google.com/file/d/1ab6oRRPOz3yVeb1TowY79ADlfKKUUcG8/view?usp=drivesdk
,Les Chemins de Bassac,Les Chemins De Bassac Rêves Indigènes 2021,https://www.pesodaregua.com.br/les-chemins-de-bassac-vinho-tinto-frances-reves-indigenes-2021-,50% Grenache Noir e 50% Mourvèdre,2021,Tinto,296.9,TRUE,,Beber,Natureba,Batalha,Peso da Régua,França,Languedoc,Curadoria,https://drive.google.com/file/d/19FULr9ZX9NKsaEu_zIFt11nEJtPPCNWN/view?usp=drivesdk
,Lizete Vicari,Lizete Vicari Pinot Noir 2025,https://www.vibrana.com.br/products/pinot-noir-lizete-vicari-2025,Pinot Noir,2025,Tinto,199.0,TRUE,,Beber,Curioso,Refrescante,Vibrana,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1NOQyOSceJr_sqNrMz0cOb3cFRFg-H7MP/view?usp=drivesdk
,Louis Michel & Fils,Louis Michel & Fils Chablis Premier Cru “Forêts” 2022,https://elevagebrasil.com/chablis-premier-cru-forets-lmf/,Chardonnay,2022,Branco,675.0,TRUE,,Guardar,Clássico,Refrescante,Élevage,França,Borgonha,Curadoria,https://drive.google.com/file/d/1xgiJNYKhgSAJro9n2vyg1VVwRwr0q3S2/view?usp=drivesdk
,Louis Michel & Fils,Louis Michel & Fils Chablis Premier Cru “Montee de,https://elevagebrasil.com/chablis-premier-cru-montee-de-tonnerre-2022/,Chardonnay,,Branco,785.0,TRUE,,Guardar,Nerd,Refrescante,Élevage,França,Borgonha,Curadoria,https://drive.google.com/file/d/1Ca7bVylHlq36oYJUGw2BwdW8yd8NZjec/view?usp=drivesdk
,Lowerland,Lowerland Vaalkameel Colombard 2020,https://www.wines4u.com.br/vaalkameel-colombard-2020-,Colombard,2020,Branco,340.0,TRUE,,Beber,Curioso,Refrescante,Wines4U,África do Sul,Northern Cape,Curadoria,https://drive.google.com/file/d/11TI9DIJIGr6dhAc7shNwOEz_RZ-K5qbW/view?usp=drivesdk
,Maison Champy,Maison Champy Meursault 2019,https://www.worldwine.com.br/v-fr-champy-bco-mersault-19-750-026897/p,Chardonnay,2019,Branco,1089.0,TRUE,,,Clássico,Pedigree,WorldWine,França,Borgonha,Curadoria,https://drive.google.com/file/d/1cpRCmNNTKSJr4cQLAuXQ3IEOFJ8vIoY_/view?usp=drivesdk
,Maison Lou Dumont,Maison Lou Dumont Bourgogne Rouge by Koji 2022,https://glouglou.com.br/products/maison-lou-dumont-bourgogne-by-koji-2022,Pinot Noir,2022,Tinto,1125.0,TRUE,,Beber,Curioso,Batalha,011import,França,Borgonha,Curadoria,https://drive.google.com/file/d/1Jf20-YGfDyV6YHfAu6iYJMprtdDWFfQK/view?usp=drivesdk
,Mamete Prevostini,Mamete Prevostini Corte Di Cama Sforzato Di Valtellina,https://cecconellovino.com.br/produto/corte-di-cama-sforzato-di-valtellina-docg-2020/,Nebbiolo,,Tinto,680.0,TRUE,,Beber ou Guardar,Clássico,Contemplativo,Cecconello Vino,Itália,Lombardia,Curadoria,https://drive.google.com/file/d/1mUNhNJw-Nh8CtLLsxNh5VtfjXkGeuGyF/view?usp=drivesdk
,Mamete Prevostini,Mamete Prevostini Sommarovina Sassella Valtellina,https://cecconellovino.com.br/produto/sommarovina-valtellina-superiore-docgsassella-2021/,Nebbiolo,,Tinto,450.0,TRUE,,Beber ou Guardar,Curioso,Pedigree,Cecconello Vino,Itália,Lombardia,Curadoria,https://drive.google.com/file/d/1Pq92UfbOdZbzxtKPx7kHiSHvTK3ydCWH/view?usp=drivesdk
,Meinklang,Meinklang Burgenland Weiss 2023,https://uvavinhos.com.br/produto/burgenland-weiss/,"Grüner Veltliner (50%), Welschriesling (40%) e Muscat (10%)",2023,Branco,165.0,TRUE,,Beber,Natureba,Batalha,Uva Vinhos,Áustria,Burgenland,Curadoria,https://drive.google.com/file/d/1qavQaOSboMIQ_T6oY7G0s1kg5DoJoCqT/view?usp=drivesdk
,Meinklang,Meinklang Grüner Veltliner 2022,https://uvavinhos.com.br/produto/gruner-veltliner-2/,Grüner Veltliner,2022,Branco,176.0,TRUE,,Beber,Natureba,Contemplativo,Uva Vinhos,Áustria,Burgenland,Curadoria,https://drive.google.com/file/d/1JvmlGFLHqKN3NE8v0LsmYzW21Wt-MTuR/view?usp=drivesdk
,Menin Wine Company,Menin Wine Company Porto Branco 20 Anos,https://brasil.menin.pt/products/menin-porto-branco-20-anos?_pos=1&_sid=bc672fa56&_ss=r,"20% Malvasia Fina, 20% Rabigato, 20% Gouveio, 20% Arinto, 20% Outras",,Fortificado,934.0,TRUE,,Beber,Clássico,Contemplativo,Menin Company,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1GTG2ayuku16OaHhXdEtE52E-wWwejPb-/view?usp=drivesdk
,Menin Wine Company,Menin Wine Company Porto Tawny 20 Anos,https://brasil.menin.pt/products/menin-porto-tawny-20-anos?_pos=2&_sid=bc672fa56&_ss=r,"20% Tinta Barroca, 20% Touriga Franca, 20% Tinta Amarela, 20% Tinta Roriz e 20% Outras",,Fortificado,777.0,TRUE,,Beber,Clássico,Contemplativo,Menin Company,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1-0gWO_HAZ8C-xwNbFzWPfu7ojcd894uO/view?usp=drivesdk
,Michelini i Mufatto,Michelini i Muffato Certezas 2017,https://loja.intelivino.com.br/a-loja-do-elefante/label/032a64e3-9c8c-4036-9236-72967c1197da,Semillon,2017,Branco,389.0,TRUE,,,Curioso,Contemplativo,A Loja do Elefante,Argentina,Mendoza,Curadoria,https://drive.google.com/file/d/1jJ2D9aW4oI0PwQYXvjL7z4P7lpXHem47/view?usp=drivesdk
,Michelini i Mufatto,Michelini i Muffato Propósitos 2019,https://loja.intelivino.com.br/a-loja-do-elefante/label/20803085-6c55-4f83-9b67-aed640477462,Chenin Blanc,2019,Branco,379.0,TRUE,,,Curioso,Contemplativo,A Loja do Elefante,Argentina,Mendoza,Curadoria,https://drive.google.com/file/d/1gIIjDeatmiP5ml0W-wir0wad-mDGRIQa/view?usp=drivesdk
,Momento Wines,Momento Wines Chenin Verdelho 2019,https://www.wines4u.com.br/momento-chenin-verdelho-2019-momento-wines.html,"Chenin Blanc, Verdelho",2019,Branco,210.0,TRUE,,,Curioso,Batalha,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1wu7o3iEUHii8Ks74PiNC08rkPSDijESf/view?usp=drivesdk
,Mon Carul,Mon Carul Inganno 572 Brut 2022,https://cecconellovino.com.br/produto/inganno-brut-572-2022/,Riesling,2022,Espumante,169.0,TRUE,,Beber,Curioso,Refrescante,Cecconello Vino,Itália,Emilia-Romagna,Curadoria,https://drive.google.com/file/d/1MBQbKuicmCpZtestAA-o4F9fu5FbVXW0/view?usp=drivesdk
,Monteraponi,Monteraponi Chianti Classico DOCG 2022,https://www.cellarvinhos.com/vinho-tinto-chianti-classico-docg-2022/p,Sangiovese,2022,Tinto,465.0,TRUE,,Guardar ou Beber,Clássico,Batalha,Cellar,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1DcZU4jAQVkNG-T7-uWCe1MACEVKoYnY8/view?usp=drivesdk
,Monteraponi,Monteraponi Chianti Classico Riserva DOCG Il Campitello,https://www.cellarvinhos.com/vinho-tinto-chianti-classico-riserva-docg-il-campitello-2021/p,Sangiovese,,Tinto,1095.0,TRUE,,Guardar,Curioso,Pedigree,Cellar,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1r76eclsvUkxkckYrURkE1qdl8BWcjKSk/view?usp=drivesdk
,Mullineux & Leeu Family Wines,Mullineux & Leeu Family Wines Schist Syrah 2022,https://uvavinhos.com.br/produto/syrah-schist-2022/,Syrah,2022,Tinto,1373.0,TRUE,,Guardar,Clássico,Contemplativo,Uva Vinhos,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1nC-SMtUQ6X6czX0e3GevSbJj94PVoALg/view?usp=drivesdk
,Mullineux & Leeu Family Wines,Mullineux & Leeu Family Wines Syrah 2022,https://uvavinhos.com.br/produto/syrah-5/,Syrah,2022,Tinto,483.0,TRUE,,Guardar ou Beber,Clássico,Batalha,Uva Vinhos,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1brI2thGVgt3Q20NIoKzokDOzZ5VwCbFN/view?usp=drivesdk
,Oliviero Toscani,Oliviero Toscani 'Vieni Via con Me' Costa Toscana IGT 2020,https://cecconellovino.com.br/produto/vieni-via-con-me-igt-costa-toscana-rosso-2019/,Cabernet Franc,2020,Tinto,449.0,TRUE,,Beber ou Guardar,Clássico,Contemplativo,Cecconello Vino,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1O_pOvusgUPec-KFA66vi3S-2xoN8UCds/view?usp=drivesdk
,Oliviero Toscani,Oliviero Toscani O.T. Costa Toscana Rosso 2018,https://cecconellovino.com.br/produto/o-t-oliviero-toscani-igt-costa-toscana-rosso-2018/,Syrah e Cabernet Franc,2018,Tinto,400.0,TRUE,,Guardar ou Beber,Clássico,Contemplativo,Cecconello Vino,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1VuuF4iktxK_vonu7fWnkwd6DFlNOLBUe/view?usp=drivesdk
,Ossian,Ossian Quintaluna 2023,https://www.castasimportadora.com.br/novidades-em-breve/vinho-quinta-luna-750ml,Verdejo,2023,Branco,244.9,TRUE,,Beber,Curioso,Refrescante,Castas Importadora,Espanha,Castilla y León,Curadoria,https://drive.google.com/file/d/1Hq1S1qFu669ncWpbhsLApdm33EcE0TOe/view?usp=drivesdk
,OutroVinho,OutroVinho Claro Engima 2023,https://outrovinho.com.br/products/claro-engima-pre-venda,Syrah,2023,Tinto,179.0,TRUE,,,Natureba,Batalha,OutroVinho,Brasil,Serra do Sudeste,Curadoria,https://drive.google.com/file/d/1pxQerAQvI5We6bgUGEPWjWXhR4VJJXiH/view?usp=drivesdk
,Paulo Coutinho,Paulo Coutinho Fusion 2021,https://glouglou.com.br/products/paulo-coutinho-fusion-2021,Blend de tintas,2021,Tinto,840.0,TRUE,,Beber,Natureba,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1e3xGV2Zb8Ah2eh5UKRcy9GQE8fzqvPoA/view?usp=drivesdk
,Paulo Coutinho,Paulo Coutinho Vinha da Fonte Tinto Bio 2021,https://glouglou.com.br/products/paulo-coutinho-vinha-da-fonte-2021,Touriga Nacional,2021,Tinto,870.0,TRUE,,Beber,Curioso,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1_B6P4IUA9O2BdKh2SkX9g7B3R6PGkBPf/view?usp=drivesdk
,Paulo Coutinho,Paulo Coutinho Vinha do Borrajo 2022,https://glouglou.com.br/products/paulo-coutinho-vinha-do-borrajo-2022,Touriga Nacional,2022,Branco,675.0,TRUE,,Guardar ou Beber,Curioso,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1dBz3rssazbxuM9nHbY1wzyNmLpCDFBcX/view?usp=drivesdk
,Philippe Lancelot,"Champagne Philippe Lancelot Chouilly ""Le Fond du Bateau"" Grand Cru",https://glouglou.com.br/products/philippe-lancelot-chouilly-le-fond-du-bateau-grand-cru-2018,Chardonnay,,Espumante,1670.0,TRUE,,Guardar ou Beber,Nerd,Pedigree,011import,França,Champagne,Curadoria,https://drive.google.com/file/d/1FXTIhV7MfEozI1vKlmZdZ1B57NoVRIf-/view?usp=drivesdk
